,movie_title,article_link,text
143,Burn,http://www.nytimes.com/2019/11/28/movies/the-body-remembers-when-the-world-broke-open-review.html,"There’s a crucial scene near the midpoint of the Canadian drama “The Body Remembers When the World Broke Open,” and it brilliantly illuminates the experiential chasm between its two leads. It takes place in a taxicab where Aila (Elle-Maija Tailfeathers, who also wrote and directed the film with Kathleen Hepburn) is accompanying Rosie (Violet Nelson), a woman she has only recently met, to a safe house. Both women are indigenous; but where Aila is willowy and elegantly dressed, Rosie is stocky and awkward, her pregnant body wrapped in mismatched clothing and her hair clotted over the bruises left by her boyfriend’s knuckles. Out of nowhere, Rosie spins an elaborate fantasy for their driver, telling him that Aila is her sister and they are taking her to rehab. What she’s doing is flipping the script, the one playing in the driver’s head about which of his passengers is likely to be in need of help. It tells us that Rosie is painfully aware of how she looks and what people are thinking about her. And how much it hurts. Filmed almost entirely in real time, and using a series of long, intimate takes, “The Body Remembers” is about privilege and its lack, motherhood and its absence, race and its legacy. Following the women as closely as a besotted lover, Norm Li’s hand-held camera rarely turns its gaze elsewhere. So when a grizzling baby is brought onto a bus where Rosie is sitting, we see only her softening reaction to it. And when Aila lies on a gynecologist’s table while he installs a contraceptive device, her expression of anxiety and discomfort becomes the story of the scene. Afterward, when she finds Rosie barefoot and bleeding in the rain, the infuriated yells of an unseen attacker fuel the panic of their escape. By blocking our peripheral vision, Tailfeathers and Hepburn punch up the urgency of their narrative. Natural sounds — like the blast of city clamor that greets Aila upon leaving the doctor’s office — become stand-ins for visual information, while Rosie’s unexpected gusts of foul language signal the bitterness of long-endured humiliations. Yet as she listens to Joni Mitchell’s sad-sweet ballad, “Little Green” (about the daughter Mitchell gave up for adoption), we see not distress, but determination. By the end, we might be asking ourselves who is really helping whom. The Body Remembers When the World Broke Open Not rated. Running time: 1 hour 45 minutes."
144,Official Secrets,http://www.nytimes.com/2019/08/28/movies/official-secrets-review.html,"It takes real directing talent to make offices look exciting, what with all those computer screens and carceral cubicles. In “The Post,” the 2017 nail-biter about The Washington Post’s decision to publish the Pentagon Papers, Steven Spielberg turned offices into war zones, and Xeroxing into a heart-thumping race to save democracy. The whistle-blower in “Official Secrets”  has only one memo to print out, a modest if mighty task that here looks like, well, a woman anxiously using an office printer in bad lighting. One of those ripped-from-the-headlines jobs, “Official Secrets” revisits how a British intelligence officer, Katharine Gun (Keira Knightley), tried to stop a war. In 2003, a few months before the invasion of Iraq, Gun received an email that had been sent to her division in Britain’s Government Communications Headquarters (a.k.a. GCHQ). It was from Frank Koza, identified as the chief of staff for the regional targets division at the National Security Agency of the United States. The agency was “mounting a surge,” he wrote, for “the whole gamut of information that could give US policymakers an edge in obtaining results favorable to US goals or to head off surprises.” Specifically, the N.S.A. was asking its British colleagues at GCHQ for information on United Nations delegates whose votes on the Security Council were critical in the resolution authorizing the war. Outraged by the N.S.A.’s memo, Gun leaked the Koza email — hence the printer scene — which was published by The Observer, whose editors and reporters are portrayed as a bickering, absurd bunch. Despite this, the movie’s faith in journalism is touching, conveyed by the likable actors playing its cynical-yet-noble rogues: the forcefully restrained Matthew Goode, a clownishly bellowing Rhys Ifans, a sly Conleth Hill as an ethically challenged editor. This is somewhat familiar story terrain for Knightley, who played a code breaker in “The Imitation Game,” about the race to decipher Nazi intelligence during World War II. The job in “Official Secrets” is considerably less exciting. Each workday, Katharine settles into her cubicle in a sepulchral GCHQ office where she translates Mandarin Chinese and cheerfully stops a pal from nibbling her breakfast. She’s pleasant, lives in a nice flat and has a cute, cuddly husband (Adam Bakri). As spies go, the character is pretty much a snore, which may be why Knightley comes across at first as overly emphatic, as if she were trying to fill in a sketch with smiles and her own magnetism. The director Gavin Hood, who wrote the script with Sara Bernstein and Gregory Bernstein, fits the pieces together coherently, no small thing given the complications. But the characters are malnourished and Hood’s attempts to build suspense often fall flat because he leans hard on genre conventions, on dark shadows, ominous music and abrupt sounds straight from a horror flick. When Katharine finally shares the top-secret document, he uses shallow depth of field to express her isolation. She’s freaked, as jittery as a cornered cat, but her fear is largely expressed through her surroundings — the inky night, a passing jogger — instead of her complex, agitated interiority. Knightley has more to do as the plot thickens — there’s a race to the rescue and bureaucratic villainy — and she and the rest of the cast remain the draw in “Official Secrets.” It’s too bad, then, that Matt Smith, as the reporter who breaks the story, isn’t given enough to create a plausible, rounded character. Smith has a talent for playing men who seem both to be trying to get away with something and worried about getting caught, but who nevertheless blunder forward. His Martin is skittish and a bit sleazy, which makes him stick in his scenes, but he slides out of your head once Katharine’s lawyers, and particularly Ralph Fiennes as Ben Emmerson, ride to the rescue. With his self-possessed charisma and a watchfulness that suggests there are depths to fathom, Fiennes pulls you toward him whatever he’s saying or doing, elevating both “Official Secrets” and the other actors, though at a cost to Katharine. If she personifies individual conscience — she is livid that her government would lie to its people — Ben, the movie suggests, has a deeper, nobler claim on the truth. That effectively helps shift the narrative’s center of gravity from Katharine to Ben, an inequity that the final scene underlines. Katherine has courage, personal problems and righteous indignation, but it is Ben who represents the audience-friendly idea that right must triumph over might. Official Secrets Rated R for menacing dark doings. Running time: 1 hour 51 minutes."
147,The Fanatic,http://www.nytimes.com/2019/08/29/movies/the-fanatic-review.html,"Whatever one thinks of Limp Bizkit, the Fred Durst-fronted band has undoubtedly counted some aggressive knuckleheads in its fan base. Similarly, a lot of fellows identify so steadfastly with the movie characters Tony Manero and Danny Zuko that John Travolta, the actor who played them, has felt their devotion in uncomfortable ways. For as much resentment as these celebrities may want to vent about their pushier fans, there’s still no excuse for the hatefulness of “The Fanatic,” which Durst directs and Travolta stars in. Hauling considerable paunch and sporting the worst looking hair of his entire career, Travolta plays Moose, a genre-movie enthusiast and autograph hound. The abrupt and awkward Moose appears to be on the autism spectrum. The only characters who seem aware of his condition are the lowlifes of Hollywood Boulevard who bully him. Everyone else interacts with him as if he’s just rude. A man-child with a good deal of self-pity and almost zero empathy, Moose is particularly fixated on the action-movie star Hunter Dunbar (Devon Sawa). After failing to get his movie collection signed at a store appearance, Moose starts encroaching on Hunter’s personal space in ever more aggressive ways. This territory was more profitably explored by Martin Scorsese’s “The King of Comedy.” For that matter, it was more profitably explored in the miles-more-trashy Tony Scott movie “The Fan.” Durst has a good eye for L.A.’s seamy underbelly. But he’s also annoyingly disingenuous, as when he signals Dunbar’s regular-guy quality by having him play a Bizkit tune for his kid while out for a drive. As it lumbers to its climax, the movie delineates the border that separates the merely stale from the genuinely rancid. For all the heavy lifting “The Fanatic” does, it winds up on the weaker side of the divide. The Fanatic Rated R for violence, language, staleness. Running time: 1 hour 29 minutes."
148,It Chapter Two,http://www.nytimes.com/2019/09/03/movies/it-chapter-two-review.html,"The chatter from the Venice Film Festival last weekend was all about “The Joker.” Masterpiece or menace? You can decide for yourself after Oct. 4, when that movie opens, but if you need some killer-clown action in the meantime, you’re welcome to “It Chapter Two.” Two years after the first “It” — and 27 years after the events depicted therein — the seven youngsters who faced down evil in the nightmare-ridden, postcard-pretty town of Derry, Me., reunite for another battle. Like a diabolical cicada, Pennywise the Clown — or rather the supernatural force whose principal avatar he is — has emerged from a period of dormancy, bringing his wheedling, lethal psychological manipulation to a new generation of victims. The first horror we witness in “Chapter Two” — a murderous homophobic attack during a carnival — is something Pennywise (Bill Skarsgard) exploits rather than perpetrates, and it serves as a reminder that the otherworldly cruelty he represents is not the only kind. Pennywise, who sometimes takes the form of a giant spider-like monster, and whose pouty moue can suddenly sprout rows of sharp, brownish fangs, both feeds and feeds upon ordinary human viciousness. That connection between the banal and the cosmic — the two-way metaphorical street that makes Derry a kind of World Heritage Site for terror — is central to the imagination of Stephen King, whose book is the source of both chapters of “It” (and the earlier made-for-television version). The director, Andy Muschietti, and the screenwriter, Gary Dauberman, have taken some narrative liberties, but they remain true to some of King’s major ideas: about how innocence can be corrupted and preserved by knowledge; about the hidden pathways between the unconscious and the natural world; about the ethical power of friendship. King’s brief on-screen appearance (playing the curmudgeonly proprietor of an antique store) can be taken as a seal of approval. Muschietti is also faithful to King’s conviction that when it comes to plot, incident and audience time commitment, more is more. But page counts and running times work in different ways. An 1,100-page novel like “It” can be a breathless page-turner. But this 2-hour-49-minute movie drags more than it jumps, wearing out its premise and possibly also your patience as it lumbers toward the final showdown. Along the way there is some fun — some scares, some warm feelings, some inventive ickiness — to be found. One of the strengths of the first “It” was its young cast, the members of which return here in flashbacks, preserved on the brink of puberty by sometimes unnerving digital effects. Their pushing-40 selves, whose Losers’ Club reunion occupies most of the story, are played by Jessica Chastain, Bill Hader, James McAvoy, Isaiah Mustafa, Jay Ryan, James Ransone and Andy Bean. That’s a pretty crowded car pool, though one of them opts out before the big reunion. Everyone has left Derry with the exception of Mike (Mustafa), who has spent decades in an upper room of the public library, researching local history and Native American religion in the hopes of finding out what happened to him and his friends back in 1989. The others have tried to forget all about it, and have managed to put some distance between themselves and their accursed hometown. Bill (McAvoy) is a big-shot Hollywood screenwriter; Ben (Ryan) is an architect; Richie (Hader) is an edgy comedian; Eddie (Ransone) is a risk analyst. Beverley (Chastain), the only girl in the club, has a less well-defined professional profile, as does Stanley (Bean), who lives in a big apartment in New York. The main thing we learn about Bev is that she has an abusive husband. That fact signals the continuity between her child and adult selves. Young Bev (Sophia Lillis) had a monstrous dad, and most of her pals had family troubles of their own. Even without the flashbacks, the movie effectively explores the ways, sometimes uncanny and sometimes charming, that people don’t change. (It’s less effective in evoking Derry, which feels like a brightly-colored generic stage set rather than the woods-weird Gothic hamlet of King’s imagination). The young and grown-up actors shadow one another nicely. Hader and Finn Wolfhard, who plays the antsy, motor-mouthed, 13-year-old Richie, are an especially inspired pairing. The child is father to the man. Mike thinks he has figured out a strategy for stopping It (a.k.a. Pennywise), and without going too far into the metaphysics of the thing (or into spoiler territory), I can tell you that it requires each Loser to go off alone to delve into his or her own private guilt, shame, fear and desire. This is a mixed blessing. The individual excursions give Muschietti opportunities to spin out some ingeniously creepy set pieces — though none quite matches an early sequence involving demonic fortune cookies — but they also stall the movie in a mire of repetition. We don’t learn much about the characters or their adversary that we didn’t know already. We also know how the whole thing will end — not so much in terms of plot details (though we kind of know that, too) as of spectacle. The big fight at the end of “Chapter Two” is a lot like the one at the end of Chapter One, which is a lot like every other climactic, big-budget action-movie battle. It’s not scary or surprising to watch a movie’s heart and imagination being devoured by the same old thing, but it is dispiriting. It Chapter Two Rated R. Very bad clown. Very bad language. Running time: 2 hours 49 minutes."
149,Satanic Panic,http://www.nytimes.com/2019/09/05/movies/satanic-panic-review.html,"The comedy-horror film “Satanic Panic” is the kind of movie that revels in the details of eviscerations and demonic orgies. With jovial bad taste and a bag of gruesome tricks, the director Chelsea Stardust cheerfully invites her audience to hail Satan. The movie follows young Sam (Hayley Griffith), a pizza delivery woman, who starts the day beleaguered and ends up bedeviled. After being stiffed for her tip at a mansion, Sam enters the house to find a satanic cult on the very night it plans to implant a demon spawn in the womb of a virgin. Unfortunately for Sam, the bloodthirsty tribe zeros in on her apple-cheeked purity, choosing her as the vessel for their infernal ritual. She is captured by the cult’s maven, Danica (Rebecca Romijn), but soon escapes, proving herself a worthy opponent for demon worshipers. In increasingly bloody fashion, the cult unleashes the power of hell and Earth to pull Sam back. “Satanic Panic” is a familiar story, cooked up from old-horror standbys — the plucky virgin, the devilish matron — but its throwback “final girl” narrative avoids being merely regressive. The movie stands out from contemporary horror for its lack of pretension and its simple commitment to inventing ways for pretty people to get slaughtered. Characters are disemboweled, heroines vomit bugs — the film thrills with gore and grotesquerie. Forgoing the all-too-familiar slickness of computer-generated imagery, Stardust instead showcases old-school practical effects, bringing imaginative glee to her colorful conjuring with every line and image. In her hands, Sam’s bad night provides goofy, goopy fun. Satanic Panic Not rated. Running time: 1 hour 25 minutes."
151,The Goldfinch,http://www.nytimes.com/2019/09/11/movies/the-goldfinch-review.html,"Imagine you’re at a party — a fancy, catered thing with hors d’oeuvres floating by on trays and golden light suffusing a vast, elegant room. You run into someone you sort of know, maybe someone from college or an old job or who used to date a former roommate. Hey! What’s up? Clutching what must be the evening’s third or fourth glass of Champagne, this person excitedly tells you about staying up all night to finish “The Goldfinch,” by Donna Tartt, which is the most amazing book. Have you read it? No? So, see, the bird is actually a painting of a bird, and there’s this kid named Theo. … Hours pass. Other people you recognize drift toward the conversation then, wisely, retreat from it. The light grows dim. The bar shimmers like a mirage on the horizon. Well-mannered soul that you are, you have nodded and smiled and tried to pay attention through various tangents and emendations as your friend leads you through a thousand pages worth of plot. (Oh but before he went to Amsterdam with the guy he knew from Nevada. …) transcript My name is John Crowley, and I’m the director of “The Goldfinch.” So in the scene, we have young Theo who is played by Oakes Fegley, who is in Hobie, who is played by Jeffrey Wright, in Hobie’s basement workshop, which is a place that restores antiques. Here, at this moment, he is literally passing on in a tactile fashion— how to recognize what is real or authentic piece of period furniture, as opposed to a reproduction one. “If it’s too even, like, here. then it’s reproduction.” It’s the kid learning in action and being surprised and slightly delighted that his hands actually feel what Hobie’s pointing out to him. Jeffrey Wright brought such a gorgeously tactile quality to this scene, which I think he spotted in the expert who came in to talk to him about the antiques. So this idea of touching the antiques. And using his spittle to bring up the grain on the mahogany is very much what he learned hands-on himself. “So this one is fake.” “Well, no, it’s only fake if you try to pass it off as an original.” The idea of the doubles is very important in the scene. That’s why we set up that shot between those two chairs and end with the pair of them framed between them. And moving from there around to the side was all about which is the key piece of information that’s moving forward. So you come around on Hobie when he is actually beginning to handle the furniture and touch it. “That glow— that’s hundreds of years being touched, used.” We also have added in a piece of music, which is embedded into the background there— a piece by a Zydeco accordion player called Boozoo Chavis which has a sort of warmth to it and is not like the musical identity of any other part of the film. [INSTRUMENTAL MUSIC] To be honest, it sounds kind of interesting. There are fake antiques (not like totally fake, but not strictly authentic either), drugs and drug dealers, terrorism and romance. (Because see the other girl, the one he’s engaged to, is the sister of the kid he lived with after his mother got killed in the bombing, and then her mother. …) Finally you are released into the night air, drained and bewildered, wondering what that was all about. The above represents my attempt to convey to you, without taking up too much of your time — because we barely know each other and I see your eyes darting over to the review of the Jennifer Lopez stripper movie — what it’s like to watch “The Goldfinch,” John Crowley’s earnest and utterly flummoxing adaptation of Tartt’s 2013 book. I should say that I admire the novel, a best seller and a Pulitzer Prize winner, though not as much as I like Tartt’s others, “The Secret History” and “The Little Friend.” And it’s clear that Crowley (director of the lovely “Brooklyn”) and the film’s screenwriter, Peter Straughan (of the risible “Snowman”), also admire it. They just can’t, given two and a half hours of the viewer’s time, quite manage to explain why. Theo, a New Yorker whose mother is killed by a bomb at the Metropolitan Museum of Art, who goes to live with a patrician family on the Upper East Side and then with his no-account father in the Nevada desert, who befriends a furniture restorer and a Russian latchkey kid, who takes a lot of drugs and treasures the tiny 17th-century Dutch painting he snatched from the rubble at the Met, who attempts suicide in Amsterdam and occasionally resorts to voice-over, is played as a boy by Oakes Fegley and in early manhood by Ansel Elgort. The younger version is said to look like Harry Potter — his Russian pal, Boris (Finn Wolfhard, then Aneurin Barnard), calls him Potter — but he put me more in mind of a miniature George Will. Grown-up Theo’s face is remarkably smooth. Does he never shave, I found myself wondering, or does he shave all the time? There is much more to wonder about, beyond the basic what-why-and-how of the story. In many ways, “The Goldfinch” approximates what we normally think of as a movie. There are actors — some good ones, too, well known and less so. Nicole Kidman. Sarah Paulson. Jeffrey Wright. Denis O’Hare. Willa Fitzgerald. Ryan Foust. There is music. There is furniture. There are themes and feelings, like loss and grief and the love of beauty and the pleasures of taking drugs, smoking cigarettes and looking attractive. All at once and in succession. But like those dodgy antiques — “changelings,” as their maker supposedly calls them — this film is inauthentic without being completely fake. It looks and sounds like a movie without quite being one. It’s more like a Pinterest page or a piece of fan art, the record of an enthusiasm that is, to the outside observer, indistinguishable from confusion. The Goldfinch Rated R. It takes a lot of drugs to get through this. Running time: 2 hours 29 minutes."
152,Hustlers,http://www.nytimes.com/2019/09/11/movies/hustlers-review.html,"“Hustlers,” a semisweet, half-flat cocktail of exposed flesh, fuzzy feminism and high-spirited criminality, overflows with of-the-moment pop-cultural signifiers — Cardi B makes an appearance, and Lizzo does, too — but it also strikes a note of nostalgia for the recent past. Specifically the movie, written and directed by Lorene Scafaria (“The Meddler,” “Seeking a Friend for the End of the World”), looks back fondly at 2007. Back then, before the financial crisis interrupted the fun, Wall Street guys were making a lot of money, a decent amount of which found its way into the hands and under the G-strings of New York strippers. As the movie tells it, the high point of this era — remembered as “the last great night” by one of the participants — arrives when the R&B idol Usher (playing himself) rolls into the club where the main characters work, sending dollar bills raining down on the delighted dancers. The scene is a slow-motion bacchanal, a tableau of pure glamour and delight, a snapshot of carnal-capitalist utopia. It softens some of the struggle and sleaze that we’ve already witnessed, and justifies the entrepreneurial larceny to come. Our guide through the highs and lows of this world is Destiny (Constance Wu), who is telling the story of her career to a journalist. (“Hustlers” is based on a New York Magazine article by Jessica Pressler, whose fictionalized counterpart, called Elizabeth, is played by Julia Stiles.) Raised by her grandmother in Queens, Destiny finds her way to a cavernous Manhattan skin palace with multiple stages, throbbing music and an endless supply of thirsty guys in suits. The job isn’t much fun until she meets Ramona (Jennifer Lopez), a larger-than-life figure who takes Destiny under her wing. More literally, Ramona envelops Destiny in her luxuriant fur coat, a gesture that is maternal and sexual, campy and collegial all at once — an indication of Ramona’s complicated charisma. Ramona is warm, vain, ruthless and unpredictable, and Lopez gathers her contradictions into an incandescent one-woman spectacle. Lopez, a pop-culture legend in her own right, doesn’t so much peel away the layers of her stardom as repurpose them, channeling her exuberant physicality and her quick-witted self-assurance into a performance that is finely calibrated in its realism and brazen in its theatrics. You need made-up adjectives to convey the fusion of craft, nerve and energy that she pulls off: She’s Denzelian, Pacinoesque, downright Anna-Magnanimous. “Hustlers” itself, unfortunately, doesn’t match the scale or audacity of what she does. Ramona is a big, bold, volatile personality inhabiting a story that is small, tentative and risk-averse. A few years after the crash, after an unhappy relationship has left Destiny raising a child on her own, she reunites with Ramona, who also has a daughter and who has found a new way to make money. Instead of working the pole and the V.I.P. rooms, she and Destiny — along with their colleagues, Mercedes (Keke Palmer) and Annabelle (Lili Reinhart) — scour the city’s bars for men of means who can be lured back to the strip club and parted from their credit cards. Eventually the game shifts from a con to something more felonious, as the women, rather than plying their marks with drinks and winks, slip knockout drugs into their cocktails and empty their wallets and expense accounts. It’s not exactly a victimless crime, but “Hustlers” brushes off any serious ethical qualms, partly by making the men, for the most part, interchangeable jerks in an indefensible line of work. Which would be fine if the movie had the courage of its populist convictions. But class struggle isn’t really at stake any more than gender equality is. The spirit of “Hustlers” is so insistently affirmative and celebratory that all kinds of interesting matters are left unexplored. Scafaria makes it clear that she is on Destiny and Ramona’s side. They are loyal friends, devoted mothers, comfortable with their bodies and their choices. All of which is welcome, given the long tradition of treating strippers as easy objects of titillation and moral hand-wringing. But the movie seems to view any examination of its characters’ motives, their working conditions or the consequences of their actions as a kind of betrayal. There are feints in the direction of realism and social inquiry, but every time she might dig a little deeper into Destiny’s inner life or Ramona’s relationships, Scafaria falls back into bubbly girl-boss montages and luxury-brand consumer fetishism. The problem isn’t a refusal of judgment, but rather an absence of perspective, a have-it-all-ways approach to the material that feels evasive. Late in the game — when the game is pretty much up — Ramona asserts that “this whole city, this whole country, is one big strip club,” a metaphor that would be more provocative if the movie had backed it up, had showed any real curiosity about the moral, economic and erotic transactions that keep the hustle running. But maybe that’s the lesson: The money keeps flowing, and nobody’s ever really satisfied. Hustlers Rated R. A lot of what a lot of men would pay a lot to see. Running time: 1 hour 50 minutes."
153,The Sound of Silence,http://www.nytimes.com/2019/09/12/movies/the-sound-of-silence-review.html,"There’s something about a movie that goes out of its way to embrace the quiet — to make the audience really listen and be fully aware of every snippet of sound or sliver of silence — that feels refreshingly rare. In a medium that can be so reliant on character banter and song-stuffed sound cues, it can be powerful to be forced to concentrate on hearing noiselessness, so that the little sound that does occur is that much more meaningful. “The Sound of Silence,” the feature debut of the director Michael Tyburski (who also wrote the screenplay with Ben Nabors), attempts to wield this power but does more telling than showing. Peter Sarsgaard plays Peter Lucien, a professional house tuner in New York City who assesses the ambient noise in people’s homes (electrical appliances, wind patterns) to pinpoint the source of their anxiety, depression or fatigue. Peter, a quiet observer deliberate in his choice of words, is painstaking in his efforts: The job is his life, and when he’s not acting as an apartment-whisperer, he’s out and about all over the city with tuning forks, mapping out the sonic patterns of each block and neighborhood. Peter’s near-fanatical devotion to his work has served him well as the movie begins: His many satisfied clients leave him voice mail messages of effusive praise for changing their lives; he’s been profiled in The New Yorker. But he becomes unsettled when his diagnosis and proposed solution for Ellen (Rashida Jones), a nonprofit worker, fails to solve her chronic sleep issues. As he tries to get to the root of her problems (including the lingering pain from the demise of a long-term relationship), they develop something like a friendship, or an amiable case of opposites-must-interact. The movie swells with grand ideas about our relationships with sound and with one another, often put forth through Peter’s soft-spoken voice, which oscillates between calming and eerie, or through the quiet and hum of city noises and orchestral music. But there isn’t much there there — the film’s sonic experimentation is decoration hung on a thin character. As stirring as Sarsgaard is in conveying Peter’s eccentricities, he can’t quite transcend the well-worn narrative trope of the obsessive oddball (usually a white man) who is unable to connect deeply with others. Tyburski and Nabors do question their enigmatic protagonist somewhat: Though Peter’s research attracts the interest of a tech company hoping to capitalize on his findings, it’s met with skepticism from the academics and scholars he wants to please most. The suggestion that Peter, like the Theranos founder Elizabeth Holmes, might not be as groundbreaking as he thinks is the most compelling and least proverbial conflict raised in the movie — yet the screenplay skims over it to focus on the conventional dynamic between the often irascible Peter and the more optimistic Ellen, who challenges him on his rigid view of the world. “The Sound of Silence” wants to be heard, but, in the end, doesn’t have much to say.  The Sound of Silence Not rated. Running time: 1 hour 25 minutes."
154,Monos,http://www.nytimes.com/2019/09/12/movies/monos-review.html,"High on a mountaintop in Colombia, a raggedy pack of teenagers who answer to names including “Rambo,” “Smurf,” “Wolf,” “Dog” and “Bigfoot” receive supervision, intermittently, from a little person on horseback. These boys and girls have guns, an adult hostage from the United States and, soon, a cow. Their overseer tells them to look after the cow with care, as it is a source of milk. Consequences will rebound if harm comes to the cow. And what do you know. The excitable, sometimes hormonally charged kids let things get a little out of hand one night and, oops, they kill the cow. Which they then rip apart for meat. The ripping apart is depicted in great, bloody, muscle-tearing detail. Thank you, God, for the gift of cinema. “Monos,” directed by Alejandro Landes, is one of those allegories that is cagey about exactly what it is allegorizing. (The title can yield multiple meanings in translation, including “monkeys.”) Child soldiering is an unfortunate fact throughout much of the world, but this paramilitary gang has traits that suggest an extrarealistic interest or intent. Landes shows his hand when one of the band reveals an ambition to “dance on television.” The droopy dopes of Godard’s “Les Carabiniers” here come up flush against the snide, poker-faced contempt of Yorgos Lanthimos. The kids come down from the mountain and into a jungle, dragging their hostage with them. She’s played by Julianne Nicholson, an American, in a performance that suggests the actress endured a fair amount of authentic physical punishment. The teenagers, who change from muddy street clothes to sundry underwear combos as the story line gets more of a “Lord of the Flies” vibe, often have the air of adolescents tearing through a particularly exotic school vacation. Each time their hostage escapes, some give chase while others engage in interpersonal recriminations. They can’t be said to lose sight of the cause they’re fighting for, because they barely knew it to begin with. “Monos” has a high-toned virtuosic quality. The images are often ravishing, what you’d expect from Tarkovsky in a tropical climate. The score, by Mica Levi, is precision-engineered postmodern discomfort. Near the movie’s end, as the group slashes through the jungle to find a member who’s gone AWOL, there’s a shot of some of the armed teens standing between the corpses of the adults they’ve just slain and their living, terrified children. It is meant, perhaps, as some sort of epiphanic provocation, but it registers as nose-thumbing on the director’s part. It’s frustrating to see such a sophisticated cinematic apparatus used in the service of such muddled half-ideas. Monos Rated R. In English and Spanish, with English subtitles. Running time: 1 hour 42 minutes."
155,Tall Girl,http://www.nytimes.com/2019/09/13/movies/tall-girl-review.html,"While the 16-year-old Jodi is smart, kind and pretty and comes from a loving, well-off family, she is endlessly mocked by her classmates and miserable for it. The reason, in case the title “Tall Girl” left any room for ambiguity, is that Jodi is 6-foot-1. Apparently, Ruby Bridges High School does not have a basketball team, and nobody there has ever seen a teenage girl with a growth spurt. It is undeniably tough to be ostracized, especially because kids zero in on difference with unerring meanness. But Jodi’s fate ranks relatively low on the hardship meter. Our heroine, portrayed by the appealingly earnest newcomer Ava Michelle, tries to slink around unnoticed and mostly hangs out with her best friend, Fareeda (Anjelika Washington), and the smitten Jack (Griffin Gluck). The uneasy status quo shifts when Jodi starts swooning over Stig (Luke Eisner), a Swedish exchange student. In a show of striking imagination, Fareeda and Jack are a free-spirited black girl and a nerdy white boy. Stig, meanwhile, is impervious to American social dictates — or is he? The one exception to the film’s otherwise prefab cast of characters is Jodi’s older sister, Harper (Sabrina Carpenter), who is a beauty queen but nice.  But that’s how things roll in this Netflix movie, which makes Nickelodeon look like Harmony Korine’s “Spring Breakers.”  The director Nzingha Stewart and the screenwriter Sam Wolfson set a mellow pace (to put it kindly), and “Tall Girl” meanders through hackneyed plot points as Jodi struggles to, ahem, stand tall. A big problem is that the students are all affluent and status-obsessed, but the film has no temperament for self-examination: Instead of a John Hughes-style satire of class and social divides — not that acute here, to begin with — we get an uncritical depiction of homogeneous entitlement. That Jodi’s New Orleans high school is named after a real-life civil-rights activist only underlines the film’s obliviousness. America’s mood has changed, and many viewers might not feel much empathy for the small-minded grievances of wealthy teens who drive to school in S.U.V.s. Tall Girl Not rated. Running time: 1 hour 41 minutes."
